agency_ref,name,address1,address2,city,state,county_name,zip,phone,email,tefap,latitude,longitude,Date_of_Last_SO,TEFAP_Auto_Eligible,TEFAP_Income_Levels,ObjectId,Day of week,Hours,ByAppointmentOnly,ResidentsOnly,Notes,Reqs,start1,start2,start3,end1,end2,end3,Frequency,Additional_Notes,Start_Time,End_Time
14030-PART-01,So Others Might Eat,71 O ST NW,,Washington,DC,DC Ward 5,20002,(202) 235-1472,dking@some.org,TEFAP Available,38.90825,-77.011103,2025-03-07,"SNAP, TANF, Medicaid",https://cafb.sharepoint.com/:i:/s/Analytics/EY6xpd78diJGux8egGA_3IsBS4NAJD5OqTZ_0LQyQJSUAg,2,Monday,9:00 AM to 11:00 AM; Every week,No,No,, ,9:00:00,12:00:00,,11:00:00,14:00:00,,Every week,,09:00:00,11:00:00
18134-COMK-02,Community Marketplace - Arlington,909 S Dinwiddie St,,Arlington,VA,VA Arlington County,22204,(202) 644-9837,jarias@capitalareafoodbank.org,Non-TEFAP,38.856411,-77.112303,2025-04-26,N/A,N/A,214,Saturday,8:30 AM to 10:30 AM; 4th of the Month (Note: Distribution continues until food runs out.),No,No, (Note: Distribution continues until food runs out.), ,8:30:00,,,10:30:00,,,4th of the Month,Note: Distribution continues until food runs out.,08:30:00,10:30:00
18132-COMK-01,Community Marketplace at Rosedale Rec,1701 Gales St. NE,,Washington,DC,DC Ward 7,20002,(202) 216-8258,hawosika@capitalareafoodbank.org,Non-TEFAP,38.903776,-77.013025,2025-04-05,N/A,N/A,220,Saturday,8:30 AM to 10:30 AM; 1st of the Month,No,No,None, ,8:30:00,,,10:30:00,,,1st of the Month,,08:30:00,10:30:00
18134-COMK-01,Community Marketplace - Reston,12125 Pinecrest Rd,,Reston,VA,VA Fairfax County,20190,(202) 984-2912,aprivera@capitalareafoodbank.org,Non-TEFAP,38.941736,-77.36566,2025-04-12,N/A,N/A,226,Saturday,8:30 AM to 10:30 AM; 2nd of the Month (Note: Distribution continues until food runs out.),No,No, (Note: Distribution continues until food runs out.), ,8:30:00,,,10:30:00,,,2nd of the Month,Note: Distribution continues until food runs out.,08:30:00,10:30:00
19588-PUSH-01,Clifton Park Baptist Church,8818 Piney Branch Road,,Silver Spring,MD,MD Montgomery County,20903,(703) 850-8164,CAROLYNPETTUS@VERIZON.NET,Non-TEFAP,39.000379,-76.993993,2025-04-04,N/A,N/A,230,Saturday,10:00 AM to 12:00 PM; 1st of the Month,No,No,None, ,10:00:00,,,12:00:00,,,1st of the Month,,10:00:00,12:00:00
22404-MOMK-01,Maranatha Springfield Church,5515 Cherokee Ave Suite 102,,Alexandria,VA,VA Fairfax County,22312,(571) 831-2383,jclorena@gmail.com,Non-TEFAP,38.804709,-77.167149,2025-03-21,N/A,N/A,240,Saturday,9:00 AM to 12:00 PM; 4th of the Month,No,No,None, ,9:00:00,,,12:00:00,,,4th of the Month,,09:00:00,12:00:00
22863-PART-01,St. John's Community Service Center,7611 Little River Turnpike,,Annandale,VA,VA Fairfax County,22003,(571) 283-9231,lpuryear@sjcs.org,Non-TEFAP,38.83154,-77.20901,1970-01-01,N/A,N/A,248,Saturday,As Needed to As Needed; ,Yes,No,None, ,,,,,,,,,,
22877-PART-01,True Ground Housing,4318 N Carlin Springs Road,,Arlington,VA,VA Arlington County,22203,(571) 733-9627,mjackson@apah.org,Non-TEFAP,38.876971,-77.112528,1970-01-01,N/A,N/A,249,Saturday,9:00 AM to 12:00 PM; Every week,No,Yes,None, ,9:00:00,,,12:00:00,,,Every week,,09:00:00,12:00:00
22052-PART-05,Washington View Apartments,2629 Douglass Rd SE,,Washington DC,DC,DC Ward 8,20020,(202) 621-1600,rjohnson@nhtinc.org,Non-TEFAP,38.85707,-76.98951,1970-01-01,N/A,N/A,257,Saturday,12:00 PM to 2:00 PM; 3rd and 4th of the Month,No,Yes,None, ,12:00:00,,,14:00:00,,,3rd and 4th of the Month,,12:00:00,14:00:00
23214-PART-01,Inova Cares Clinics,6400 Arlington Blvd,,Falls Church,VA,VA Fairfax County,22042,(703) 698-2552,kate.garsson@inova.org,Non-TEFAP,38.8725283,-77.1609022,1970-01-01,N/A,N/A,258,Saturday,9:00 AM to 12:00 PM; Every week (Note: Must be a patient - Just Children's Clinic),No,No, (Note: Must be a patient - Just Children's Clinic), ,9:00:00,,,12:00:00,,,Every week,Note: Must be a patient - Just Children's Clinic,09:00:00,12:00:00
19721-PART-01,Second Baptist Church Southwest,5501 Silver Hill Road,,District Heights,MD,MD Prince George's County,20747,(301) 266-9116,gford87333@aol.com,Non-TEFAP,38.852007,-76.912275,2025-04-11,N/A,N/A,260,Saturday,7:30 AM to 11:30 AM; 2nd of the Month,No,No,None, ,7:30:00,,,11:30:00,,,2nd of the Month,,07:30:00,11:30:00
19805-PART-01,Calvary Episcopal Church,509 I Street NE,,Washington,DC,DC Ward 6,20002,(301) 273-5705,Info@calvarydc.net,Non-TEFAP,38.901128,-76.998735,2025-02-14,N/A,N/A,261,Saturday,10:00 AM to 12:00 PM; 3rd of the Month,No,No,, ,10:00:00,,,12:00:00,13:00:00,,3rd of the Month,,10:00:00,12:00:00
19805-PART-01,Calvary Episcopal Church,509 I Street NE,,Washington,DC,DC Ward 6,20002,(301) 273-5705,Info@calvarydc.net,Non-TEFAP,38.901128,-76.998735,2025-02-14,N/A,N/A,261,Saturday,10:00 AM to 12:00 PM; 3rd of the Month,Yes,,, ,10:00:00,,,12:00:00,13:00:00,,3rd of the Month,,10:00:00,12:00:00
19805-PART-01,Calvary Episcopal Church,509 I Street NE,,Washington,DC,DC Ward 6,20002,(301) 273-5705,Info@calvarydc.net,Non-TEFAP,38.901128,-76.998735,2025-02-14,N/A,N/A,261,Saturday,10:00 AM to 1:00 PM; 3rd of the Month,,,, ,10:00:00,,,12:00:00,13:00:00,,3rd of the Month,,10:00:00,13:00:00
16175-PART-01,ISKCON of Washington,10310 Oaklyn Dr,,Potomac,MD,MD Montgomery County,20854,(301) 299-2100,sharmilabcs@gmail.com,Non-TEFAP,39.001844,-77.213822,2025-04-07,N/A,N/A,264,Saturday,1:00 PM to 7:00 PM; Every week,No,No,None, ,13:00:00,,,19:00:00,,,Every week,,13:00:00,19:00:00
19868-PART-01,InterFaith Works,751 Twinbrook Pkwy,,Rockville,MD,MD Montgomery County,20852,(301) 315-1103,hubcoordinator@iworksmc.org,Non-TEFAP,39.082715,-77.114344,2025-04-15,N/A,N/A,266,Saturday,9:00 AM to 12:00 PM; Every week,Yes,No,None, ,9:00:00,,,12:00:00,,,Every week,,09:00:00,12:00:00
22687-PART-01,Centro de Apoyo Familiar (CAF),13923 Minnieville Road,,Woodbridge,VA,VA Prince William County,22193,(301) 328-3292,wpool@mycaf.org,Non-TEFAP,38.659023,-77.439923,2025-04-04,N/A,N/A,269,Saturday,10:00 AM to 2:00 PM; As Needed,No,No,, ,10:00:00,10:30:00,,12:30:00,14:00:00,,As Needed,,10:00:00,14:00:00
22687-PART-01,Centro de Apoyo Familiar (CAF),13923 Minnieville Road,,Woodbridge,VA,VA Prince William County,22193,(301) 328-3292,wpool@mycaf.org,Non-TEFAP,38.659023,-77.439923,2025-04-04,N/A,N/A,269,Saturday,10:30 AM to 12:30 PM; Every Other Week,,,, ,10:00:00,10:30:00,,12:30:00,14:00:00,,Every Other Week,,10:30:00,12:30:00
19819-PART-01,Impact One Church,7230 Central Avenue,,Capitol Heights,MD,MD Prince George's County,20743,(301) 333-2083,marie.king@impactonechurch.org,Non-TEFAP,38.88842,-76.881084,2025-04-10,N/A,N/A,270,Saturday,"11:00 AM to 1:00 PM; 2nd and 4th of the Month (Note: 11 - until supplies last, please stress that client must register and receive an appointment  timeahead of time at this link: impactonechurch.churchcenter.com)",Yes,No," (Note: 11 - until supplies last, please stress that client must register and receive an appointment  timeahead of time at this link: impactonechurch.churchcenter.com)", ,11:00:00,,,13:00:00,,,2nd and 4th of the Month,"Note: 11 - until supplies last, please stress that client must register and receive an appointment  timeahead of time at this link: impactonechurch.churchcenter.com",11:00:00,13:00:00
19846-PART-01,Hope Presbyterian Church,1100 Enterprise Road,,Mitchellville,MD,MD Prince George's County,20721,(301) 351-7637,nichi1994@yahoo.com,Non-TEFAP,38.904916,-76.797671,2025-04-08,N/A,N/A,274,Saturday,10:00 AM to 12:00 PM; 4th of the Month (Note: Come around church to rear),No,No, (Note: Come around church to rear), ,10:00:00,,,12:00:00,,,4th of the Month,Note: Come around church to rear,10:00:00,12:00:00
22017-PART-01,Loaves & Fishes,1525 Newton St NW,,Washington,DC,DC Ward 1,20910,(301) 351-8411,denize@loavesandfishesdc.org,Non-TEFAP,38.933487,-77.03575,2025-03-28,N/A,N/A,275,Saturday,8:30 AM to 11:30 AM; Every week (Note: No verification required),No,No, (Note: No verification required), ,8:30:00,,,11:30:00,,,Every week,Note: No verification required,08:30:00,11:30:00
19872-PART-01,Reid Temple AME Church,11400 Glenn Dale Blvd,,Glenn Dale,MD,MD Prince George's County,20769,(301) 352-0320,laurenajack24@gmail.com,Non-TEFAP,38.984438,-76.809171,2025-04-18,N/A,N/A,276,Saturday,10:00 AM to 12:00 PM; 3rd of the Month,No,No,None, ,10:00:00,,,12:00:00,,,3rd of the Month,,10:00:00,12:00:00
14215-PART-01,Metropolitan Baptist Church,1200 Mercantile Lane Suite 115B,,Largo,MD,MD Prince George's County,20774,(301) 352-2932,porterp8@gmail.com,Non-TEFAP,38.906858,-76.838853,2025-04-02,N/A,N/A,277,Saturday,10:00 AM to 11:30 AM; 2nd and 4th of the Month (Note: The pantry is also available for emergencies),No,No, (Note: The pantry is also available for emergencies), ,10:00:00,,,11:30:00,,,2nd and 4th of the Month,Note: The pantry is also available for emergencies,10:00:00,11:30:00
14630-PART-01,Good Samaritan Ministry,1417 Chillum Rd,,Hyattsville,MD,MD Prince George's County,20782,(301) 363-1679,j.mbulu@clgministries.org,Non-TEFAP,38.957084,-76.985255,2025-04-04,N/A,N/A,279,Saturday,10:00 AM to 12:00 PM; Every week,No,No,None, ,10:00:00,,,12:00:00,,,Every week,,10:00:00,12:00:00
19382-PART-01,College Park Community Food Bank,9704 Rhode Island Ave,,College Park,MD,MD Prince George's County,20740,(301) 364-4931,cpcommunityfoodbank@gmail.com,Non-TEFAP,39.012637,-76.922326,2025-04-11,N/A,N/A,280,Saturday,9:30 AM to 11:00 AM; Every week,No,No,None, ,9:30:00,,,11:00:00,,,Every week,,09:30:00,11:00:00
19490-PART-01,Allen Chapel AME Church Outreach Ministry,2518 Fairland Road,,Silver Spring,MD,MD Montgomery County,20904,(301) 404-2688,dotboddie@yahoo.com,TEFAP Available,39.077406,-76.958303,2025-04-11,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,282,Saturday,8:00 AM to 10:00 AM; 2nd and 4th of the Month (Note: Montgomery & PG residents),No,Yes, (Note: Montgomery & PG residents), ,8:00:00,,,10:00:00,,,2nd and 4th of the Month,Note: Montgomery & PG residents,08:00:00,10:00:00
19490-PART-01,Allen Chapel AME Church Outreach Ministry,2518 Fairland Road,,Silver Spring,MD,MD Montgomery County,20904,(301) 404-2688,dotboddie@yahoo.com,TEFAP Available,39.077406,-76.958303,2025-04-11,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,282,Saturday,8:00 AM to 10:00 AM; 2nd and 4th of the Month,,,, ,8:00:00,,,10:00:00,,,2nd and 4th of the Month,,08:00:00,10:00:00
19801-PART-01,Operation Earnie's Plate,8500 Mike Shapiro Dr,,Clinton,MD,MD Prince George's County,20735,(301) 404-4461,earniesplate@gmail.com,Non-TEFAP,38.772313,-76.881874,2025-04-03,N/A,N/A,283,Saturday,10:00 AM to 2:00 PM; Every week,No,No,None, ,10:00:00,,,14:00:00,,,Every week,,10:00:00,14:00:00
19485-PART-01,Manna Food Center,9311 Gaither Rd,,Gaithersburg,MD,MD Montgomery County,20877,(301) 424-1130,edwin@mannafood.org,TEFAP Available,39.118337,-77.191909,2025-03-28,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,287,Saturday,9:00 AM to 12:00 PM; 1st of the Month,No,Yes,, ,9:00:00,10:00:00,,12:00:00,13:00:00,,1st of the Month,,09:00:00,12:00:00
19485-PART-01,Manna Food Center,9311 Gaither Rd,,Gaithersburg,MD,MD Montgomery County,20877,(301) 424-1130,edwin@mannafood.org,TEFAP Available,39.118337,-77.191909,2025-03-28,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,287,Saturday,10:00 AM to 1:00 PM; 3rd of the Month,,,, ,9:00:00,10:00:00,,12:00:00,13:00:00,,3rd of the Month,,10:00:00,13:00:00
19464-PART-01,Fountain of Restoration Church,12304 Livingston Rd,,Fort Washington,MD,MD Prince George's County,20744,(301) 433-5715,omonibeauty1@yahoo.com,Non-TEFAP,38.93942,-76.926643,2025-04-15,N/A,N/A,289,Saturday,12:00 PM to 4:00 PM; Every Other Week (Note: We recdntly moved to a new location in Fort Washington. Our hours of operation may need adjustment once we are fully settled.),No,No, (Note: We recdntly moved to a new location in Fort Washington. Our hours of operation may need adjustment once we are fully settled.), ,12:00:00,,,16:00:00,,,Every Other Week,Note: We recdntly moved to a new location in Fort Washington. Our hours of operation may need adjustment once we are fully settled.,12:00:00,16:00:00
19737-PART-01,Resurrection Bible Church,10835 Lanham-Severn Road,,Glenn Dale,MD,MD Prince George's County,20769,(301) 437-4958,jvillenc20783@yahoo.com,Non-TEFAP,38.985746,-76.821432,2025-03-24,N/A,N/A,290,Saturday,9:30 AM to 11:30 AM; 2nd of the Month,Yes,No,, ,9:30:00,,,11:30:00,,,2nd of the Month,,09:30:00,11:30:00
19737-PART-01,Resurrection Bible Church,10835 Lanham-Severn Road,,Glenn Dale,MD,MD Prince George's County,20769,(301) 437-4958,jvillenc20783@yahoo.com,Non-TEFAP,38.985746,-76.821432,2025-03-24,N/A,N/A,290,Saturday,9:30 AM to 11:30 AM; 2nd of the Month (Note: Second Saturday of the month and must RSVP),,, (Note: Second Saturday of the month and must RSVP), ,9:30:00,,,11:30:00,,,2nd of the Month,Note: Second Saturday of the month and must RSVP,09:30:00,11:30:00
19823-PART-01,Royalhouse Chapel International,7911 Braygreen Road,,Laurel,MD,MD Prince George's County,20707,(301) 437-9441,eabakah@royalhousemd.org,Non-TEFAP,39.079134,-76.868556,2025-03-07,N/A,N/A,291,Saturday,10:00 AM to 12:00 PM; Every Other Week (Note: Drive through),No,No, (Note: Drive through), ,10:00:00,,,12:00:00,,,Every Other Week,Note: Drive through,10:00:00,12:00:00
19458-PART-01,The Hope Center,4915 Wheeler Rd,,Oxon Hill,MD,MD Prince George's County,20745,(301) 448-8155,colwexecasst@gmail.com,Non-TEFAP,38.821691,-76.968812,2025-02-06,N/A,N/A,292,Saturday,10:00 AM to 12:00 PM; 1st and 3rd of the Month (Note: Can call to make an appointment for emergencies),No,No, (Note: Can call to make an appointment for emergencies), ,10:00:00,,,12:00:00,,,1st and 3rd of the Month,Note: Can call to make an appointment for emergencies,10:00:00,12:00:00
22458-PART-01,Destiny Driven,5900 Princess Garden Parkway,,Lanham,MD,MD Prince George's County,20706,(301) 455-5970,destinydriveninternationalceo@gmail.com,Non-TEFAP,38.961544,-76.864,2025-04-18,N/A,N/A,293,Saturday,12:00 PM to 3:00 PM; Every week,Yes,No,None, ,12:00:00,,,15:00:00,,,Every week,,12:00:00,15:00:00
19690-PART-01,Mt. Jezreel Baptist Church,420 University Blvd East,,Silver Spring,MD,MD Montgomery County,20901,(301) 461-4257,kindbea48@comcast.net,Non-TEFAP,39.008789,-76.99763,2025-04-04,N/A,N/A,296,Saturday,10:00 AM to 2:00 PM; 1st of the Month (Note: No restrictions on client's location.  300 non-perishable food bags and produce distributed until gone.),No,No, (Note: No restrictions on client's location.  300 non-perishable food bags and produce distributed until gone.), ,10:00:00,,,14:00:00,,,1st of the Month,Note: No restrictions on client's location.  300 non-perishable food bags and produce distributed until gone.,10:00:00,14:00:00
19712-PART-01,First Baptist Church of Silver Spring Food Closet,828 Wayne Ave,,Silver Spring,MD,MD Montgomery County,20910,(301) 466-8263,saraa11@verizon.net,Non-TEFAP,38.995536,-77.023514,2025-03-28,N/A,N/A,297,Saturday,10:00 AM to 12:00 PM; Every week,No,No,None, ,10:00:00,,,12:00:00,,,Every week,,10:00:00,12:00:00
19728-PART-01,Bethel Stand for Life Outreach Ministries,5210 Auth Rd.,,Camp Springs,MD,MD Prince George's County,20746,(301) 505-0496,frederick.gaskins@gmail.com,Non-TEFAP,38.822856,-76.95043,2025-04-07,N/A,N/A,300,Saturday,10:00 AM to 3:00 PM; 3rd and 4th of the Month,No,No,None, ,10:00:00,,,15:00:00,,,3rd and 4th of the Month,,10:00:00,15:00:00
22457-PART-01,Mid-County Hub at Harvest Intercontinental Church Olney,16227 Batchellors Forest Rd,,Olney,MD,MD Montgomery County,20832,(301) 512-5255,mdavis@harvestersolney.org,Non-TEFAP,39.121097,-77.06904,2025-04-05,N/A,N/A,301,Saturday,9:00 AM to 11:00 AM; Every week,No,No,None, ,9:00:00,,,11:00:00,,,Every week,,09:00:00,11:00:00
19746-PART-01,CAC Bethel Fellowship Church,7513 Northern Avenue,,Glenn Dale,MD,MD Prince George's County,20769,(301) 523-8911,stellaeokosun@gmail.com,Non-TEFAP,38.993522,-76.819658,2025-04-18,N/A,N/A,302,Saturday,9:00 AM to 3:00 PM; 1st and 2nd of the Month,No,No,, ,9:00:00,,,15:00:00,,,1st and 2nd of the Month,,09:00:00,15:00:00
19746-PART-01,CAC Bethel Fellowship Church,7513 Northern Avenue,,Glenn Dale,MD,MD Prince George's County,20769,(301) 523-8911,stellaeokosun@gmail.com,Non-TEFAP,38.993522,-76.819658,2025-04-18,N/A,N/A,302,Saturday,9:00 AM to 3:00 PM; 3rd of the Month,,,, ,9:00:00,,,15:00:00,,,3rd of the Month,,09:00:00,15:00:00
18738-PART-01,St. Margaret of Scotland Catholic Church,"408 Addison Road, South",,Capitol Heights,MD,MD Prince George's County,20743,(301) 526-9618,katriceemail@gmail.com,TEFAP Only,38.883589,-76.896282,2025-03-31,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,304,Saturday,"9:00 AM to 12:00 PM; 1st, 2nd, and 3rd of the Month",No,No,None, ,9:00:00,,,12:00:00,,,"1st, 2nd, and 3rd of the Month",,09:00:00,12:00:00
19798-PART-01,Christ Embassy Maryland,1221 Carraway Court,Suite 1010,Largo,MD,MD Prince George's County,20774,(301) 537-1765,nokwue@gmail.com,Non-TEFAP,38.906369,-76.844042,2025-04-11,N/A,N/A,305,Saturday,10:00 AM to 12:00 PM; Every week,No,No,None, ,10:00:00,,,12:00:00,,,Every week,,10:00:00,12:00:00
18714-PART-01,St. Joseph Catholic Church,2020 St Joseph Drive,,Largo,MD,MD Prince George's County,20774,(301) 549-9034,pamwhite2013@verizon.net,TEFAP Only,38.918071,-76.84362,2025-04-10,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,307,Saturday,"11:00 AM to 12:00 PM; 3rd of the Month (Note: Emergency food is available after hours. Must call to arrange a pickup at 301-773-4838, ext. 13.)",Yes,No," (Note: Emergency food is available after hours. Must call to arrange a pickup at 301-773-4838, ext. 13.)", ,11:00:00,,,12:00:00,,,3rd of the Month,"Note: Emergency food is available after hours. Must call to arrange a pickup at 301-773-4838, ext. 13.",11:00:00,12:00:00
18756-PART-04,Shepherd's Table - Progress Place Building,8106 Georgia Avenue,,Silver Springs,MD,MD Montgomery County,20910,(301) 585-6463,cmoore@shepherdstable.org,TEFAP Only,38.990683,-77.027435,2025-03-25,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,309,Saturday,7:30 AM to 7:00 PM; Every week,No,No,None, ,7:30:00,,,19:00:00,,,Every week,,07:30:00,19:00:00
19307-PART-01,Luther Rice Neighborhood Center,801 University Blvd W,,Silver Spring,MD,MD Montgomery County,20901,(301) 593-6451,lutherrice@aol.com,Non-TEFAP,39.031413,-77.02179,2025-02-20,N/A,N/A,311,Saturday,11:00 AM to 1:00 PM; 3rd of the Month,No,No,None, ,11:00:00,,,13:00:00,,,3rd of the Month,,11:00:00,13:00:00
19871-PART-01,Oak Chapel UMC,14500 Layhill Road,,Silver Spring,MD,MD Montgomery County,20906,(301) 598-0000,ocumhub@gmail.com,Non-TEFAP,39.094462,-77.045515,2025-04-08,N/A,N/A,312,Saturday,10:00 AM to 12:00 PM; 3rd of the Month (Note: 20906 is the permitted zipcode),No,No, (Note: 20906 is the permitted zipcode), ,10:00:00,,,12:00:00,,,3rd of the Month,Note: 20906 is the permitted zipcode,10:00:00,12:00:00
19515-PART-01,Faith Tabernacle of Prayer,2465 Alabama Ave SE,,Washington,DC,DC Ward 8,20020,(301) 613-5259,faithtabernacleofprayer2465@gmail.com,Non-TEFAP,38.854658,-76.969641,2025-03-28,N/A,N/A,313,Saturday,"11:30 AM to 1:30 PM; 1st of the Month (Note: no income, ID, or zip code requirement)",No,No," (Note: no income, ID, or zip code requirement)", ,11:30:00,,,13:30:00,,,1st of the Month,"Note: no income, ID, or zip code requirement",11:30:00,13:30:00
19522-PART-01,Marlboro Churches Food Bank,4610 Largo Rd.,,Upper Marlboro,MD,MD Prince George's County,20772,(301) 627-4170,tsmith9408@aol.com,TEFAP Available,38.825275,-76.749704,2025-04-10,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,314,Saturday,7:00 AM to 9:00 AM; 2nd of the Month,No,Yes,, ,7:00:00,,,9:00:00,,,2nd of the Month,,07:00:00,09:00:00
19522-PART-01,Marlboro Churches Food Bank,4610 Largo Rd.,,Upper Marlboro,MD,MD Prince George's County,20772,(301) 627-4170,tsmith9408@aol.com,TEFAP Available,38.825275,-76.749704,2025-04-10,"SNAP, TANF, Unemployment, Energy Assistance, Medical Assistance",https://cafb.sharepoint.com/:i:/s/Analytics/Ef6ztjkSNWRBlGFP-Dfext4B28ul8j5DmZapuGP1eb3xqQ,314,Saturday,7:00 AM to 9:00 AM; 2nd of the Month,,No,, ,7:00:00,,,9:00:00,,,2nd of the Month,,07:00:00,09:00:00
19834-PART-01,St. Jude Catholic Church,12701 Veirs Mill,,Rockville,MD,MD Montgomery County,20853,(301) 642-3378,mjg@rath-goss.com,Non-TEFAP,39.065479,-77.096937,2025-03-20,N/A,N/A,315,Saturday,8:00 AM to 9:30 AM; Every week (Note: Open to Moco Residents),No,No, (Note: Open to Moco Residents), ,8:00:00,,,9:30:00,,,Every week,Note: Open to Moco Residents,08:00:00,09:30:00
19703-PART-01,CAC Wosem- 24th Place,2130 24th Place NE,,Washington,DC,DC Ward 5,20018,(301) 665-8558,cacwosem2130@gmail.com,Non-TEFAP,38.920194,-76.972049,2025-03-14,N/A,N/A,320,Saturday,12:00 PM to 2:00 PM; 2nd of the Month (Note: 2nd Saturday of the month),No,No, (Note: 2nd Saturday of the month), ,12:00:00,,,14:00:00,,,2nd of the Month,Note: 2nd Saturday of the month,12:00:00,14:00:00
19059-PART-01,Victory Drug Center,1804 Quarter Avenue,,Capitol Heights,MD,MD Prince George's County,20743,(301) 706-1496,juanitawalker953@gmail.com,Non-TEFAP,38.865313,-76.923576,2025-03-19,N/A,N/A,322,Saturday,9:00 AM to 1:00 PM; 3rd of the Month,No,No,None, ,9:00:00,,,13:00:00,,,3rd of the Month,,09:00:00,13:00:00
